"ID DEPATAMENTO","DEPARTAMENTO","ID MUNICIPIO","MUNICIPIO","ID LOCALIDAD","LOCALIDAD","AÑO SERVICIO","MES SERVICIO","ENERGÍA ACTIVA","ENERGÍA REACTIVA","POTENCIA MÁXIMA","DÍA DE DEMANDA MÁXIMA","FECHA DE DEMANDA MÁXIMA","PROMEDIO DIARIO EN HORAS"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001017","SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR)","2022","1","13.431","4.523","33,38","domingo","2022 Jan 09 09:45:00 PM","17,24"
"18","CAQUETÁ","18150","CARTAGENA DEL CHAIRÁ","18150001","REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ)","2022","1","16.339","8.129","89,29","sábado","2022 Jan 15 07:00:00 PM","7,53"
"18","CAQUETÁ","18150","CARTAGENA DEL CHAIRÁ","18150002","SANTA FE DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ)","2022","1","3.669","1.701","39,92","domingo","2022 Jan 30 06:45:00 PM","3,56"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753002","GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2022","1","15.105","6.256","42,31","domingo","2022 Jan 02 06:30:00 PM","18,21"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753009","PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2022","1","6.220","2.452","51,24","sábado","2022 Jan 29 07:15:00 PM","5,38"
"85","CASANARE","85430","TRINIDAD","85430001","BOCAS DEL PAUTO (TRINIDAD - CASANARE)","2022","1","14.414","8.102","96,7","jueves","2022 Jan 06 06:30:00 PM","6,01"
"19","CAUCA","19318","GUAPI","19318008","LIMONES (GUAPI - CAUCA)","2022","1","7.662","3.177","36,3","jueves","2022 Jan 13 07:00:00 PM","8,55"
"19","CAUCA","19318","GUAPI","19318013","SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA)","2022","1","11.541","4.806","48,16","viernes","2022 Jan 07 06:30:00 PM","9,41"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418011","DOS QUEBRADAS RÍO NAYA (LÓPEZ DE MICAY - CAUCA)","2022","1","5.401","2.361","30,53","martes","2022 Jan 25 04:15:00 PM","7,34"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418038","ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA)","2022","1","3.673","1.647","24,35","miércoles","2022 Jan 05 06:45:00 PM","6,46"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418009","NOANAMITO (LÓPEZ DE MICAY - CAUCA)","2022","1","6.526","1.990","44","domingo","2022 Jan 30 07:15:00 PM","6,23"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418012","SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA)","2022","1","8.262","2.868","61,15","viernes","2022 Jan 21 06:45:00 PM","5,3"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418015","SAN ISIDRO (LÓPEZ DE MICAY - CAUCA)","2022","1","1.053","570","6,34","jueves","2022 Jan 13 07:00:00 PM","7,21"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418019","ZARAGOZA (LOPEZ DE MICAY - CAUCA)","2022","1","6.137","2.391","56,48","domingo","2022 Jan 23 07:00:00 PM","4,55"
"19","CAUCA","19809","TIMBIQUÍ","19809014","CHACÓN (TIMBIQUÍ - CAUCA)","2022","1","2.450","616","29,81","jueves","2022 Jan 13 07:45:00 PM","3,28"
"19","CAUCA","19809","TIMBIQUÍ","19809010","COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA)","2022","1","4.581","2.748","31,78","jueves","2022 Jan 20 07:00:00 PM","5,51"
"19","CAUCA","19809","TIMBIQUÍ","19809003","COTEJE (TIMBIQUÍ - CAUCA)","2022","1","5.863","4.178","33","lunes","2022 Jan 24 06:45:00 PM","7,01"
"19","CAUCA","19809","TIMBIQUÍ","19809026","LOS BRAZOS (TIMBIQUÍ - CAUCA)","2022","1","8.045","1.531","42,34","miércoles","2022 Jan 19 07:45:00 PM","7,05"
"19","CAUCA","19809","TIMBIQUÍ","19809023","PUERTO SAIJA (TIMBIQUÍ - CAUCA)","2022","1","24.669","11.861","151,54","miércoles","2022 Jan 19 08:00:00 PM","6,26"
"19","CAUCA","19809","TIMBIQUÍ","19809007","SAN JOSÉ (TIMBIQUÍ - CAUCA)","2022","1","8.205","5.676","39,26","lunes","2022 Jan 31 07:45:00 PM","8,3"
"19","CAUCA","19809","TIMBIQUÍ","19809008","SANTA MARÍA (TIMBIQUÍ - CAUCA)","2022","1","13.803","5.622","71,1","jueves","2022 Jan 06 06:45:00 PM","7,59"
"19","CAUCA","19809","TIMBIQUÍ","19809009","SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA)","2022","1","3.882","2.566","22,68","miércoles","2022 Jan 26 06:30:00 PM","7,21"
"27","CHOCÓ","27006","ACANDÍ","27006000","ACANDÍ (ACANDÍ - CHOCÓ)","2022","1","560.845","210.349","1.107,74","domingo","2022 Jan 02 08:30:00 PM","21,7"
"27","CHOCÓ","27006","ACANDÍ","27006007","SAN FRANCISCO (ACANDÍ - CHOCÓ)","2022","1","10.598","3.551","84,82","miércoles","2022 Jan 05 07:30:00 PM","5,48"
"27","CHOCÓ","27025","ALTO BAUDÓ (PIE DE PATO)","27025000","CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ)","2022","1","45.799","14.594","107,89","sábado","2022 Jan 30 12:15:00 AM","23,5"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075000","CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ)","2022","1","664.600","240.197","1.286,12","jueves","2022 Jan 20 07:15:00 PM","23,54"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075001","CUPICA (BAHÍA SOLANO - CHOCÓ)","2022","1","67.016","22.507","145,99","sábado","2022 Jan 29 07:30:00 PM","23,59"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075002","EL VALLE (BAHÍA SOLANO - CHOCÓ)","2022","1","166.124","69.597","349,27","martes","2022 Jan 04 07:15:00 PM","23,48"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077905","BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2022","1","2.346","288","34,66","miércoles","2022 Jan 26 08:00:00 PM","2,27"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077011","PILIZA (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2022","1","6.045","5.855","32","viernes","2022 Jan 28 07:00:00 PM","7,55"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077000","PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2022","1","207.075","96.330","416,06","lunes","2022 Jan 31 07:45:00 PM","23,01"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099000","BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ)","2022","1","92.871","26.910","255,81","jueves","2022 Jan 27 07:15:00 PM","16,42"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099002","LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ)","2022","1","13.026","6.487","60,8","lunes","2022 Jan 31 07:15:00 PM","9,3"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099005","NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ)","2022","1","9.644","2.507","64","lunes","2022 Jan 03 08:15:00 PM","5,51"
"27","CHOCÓ","27250","EL LITORAL DEL SAN JUAN","27250000","SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ)","2022","1","60.799","34.401","167,64","martes","2022 Jan 26 12:45:00 AM","22,45"
"27","CHOCÓ","27372","JURADÓ","27372000","JURADÓ (JURADÓ - CHOCÓ)","2022","1","164.830","72.505","318,88","jueves","2022 Jan 20 07:30:00 PM","23,47"
"27","CHOCÓ","27425","MEDIO ATRATO (BETÉ)","27425000","BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ)","2022","1","14.515","9.906","52","lunes","2022 Jan 31 08:00:00 PM","11,56"
"27","CHOCÓ","27425","MEDIO ATRATO (BETÉ)","27425008","SAN ROQUE (MEDIO ATRATO (BETÉ) - CHOCÓ)","2022","1","4.040","1.287","24,43","sábado","2022 Jan 22 07:15:00 PM","6,38"
"27","CHOCÓ","27495","NUQUÍ","27495912","COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ)","2022","1","6.776","1.851","11,34","sábado","2022 Jan 08 04:30:00 PM","23,46"
"27","CHOCÓ","27495","NUQUÍ","27495000","NUQUÍ (NUQUÍ - CHOCÓ)","2022","1","251.923","97.354","493,86","sábado","2022 Jan 08 07:00:00 PM","24"
"27","CHOCÓ","27495","NUQUÍ","27495011","PUERTO JAGUA (NUQUÍ - CHOCÓ)","2022","1","560","314","4,34","martes","2022 Jan 18 07:45:00 PM","5,02"
"27","CHOCÓ","27001","QUIBDÓ","27001029","TAGACHI (QUIBDÓ - CHOCÓ)","2022","1","8.280","2.970","56,86","martes","2022 Jan 04 01:15:00 PM","7,12"
"27","CHOCÓ","27800","UNGUÍA","27800001","BALBOA (UNGUÍA - CHOCÓ)","2022","1","19.504","7.918","81,14","domingo","2022 Jan 02 08:00:00 PM","9,57"
"27","CHOCÓ","27800","UNGUÍA","27800005","TITUMATE (UNGUÍA - CHOCÓ)","2022","1","17.535","4.497","95,3","sábado","2022 Jan 22 08:15:00 PM","8,25"
"27","CHOCÓ","27800","UNGUÍA","27800000","UNGUÍA (UNGUÍA - CHOCÓ)","2022","1","386.380","137.484","799,39","jueves","2022 Jan 20 07:15:00 PM","22,15"
"94","GUAINÍA","94343","BARRANCOMINAS","94343000","BARRANCOMINAS (BARRANCOMINAS - GUAINÍA)","2022","1","60.972","19.836","202,86","domingo","2022 Jan 02 06:30:00 PM","14,14"
"94","GUAINÍA","94001","INÍRIDA","94001000","INÍRIDA (INÍRIDA - GUAINÍA)","2022","1","1.991.755","673.698","3.589,52","viernes","2022 Jan 14 03:15:00 PM","24"
"95","GUAVIARE","95200","MIRAFLORES","95200000","MIRAFLORES (MIRAFLORES - GUAVIARE)","2022","1","76.973","28.414","199,32","lunes","2022 Jan 31 06:30:00 PM","17,4"
"44","LA GUAJIRA","44847","URIBIA","44847012","NAZARETH (URIBIA - LA GUAJIRA)","2022","1","42.883","17.085","185,52","martes","2022 Jan 18 06:30:00 PM","13,22"
"47","MAGDALENA","47189","CIÉNAGA","47189018","PALMOR (CIÉNAGA - MAGDALENA)","2022","1","98.133","34.540","184,06","sábado","2022 Jan 15 06:45:00 PM","23,23"
"50","META","50325","MAPIRIPÁN","50325000","MAPIRIPÁN (MAPIRIPÁN - META)","2022","1","172.163","71.286","345,84","jueves","2022 Jan 27 06:45:00 PM","23,54"
"52","NARIÑO","52250","EL CHARCO","52250007","SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO)","2022","1","16.612","4.662","80","lunes","2022 Jan 31 09:15:00 PM","8,1"
"52","NARIÑO","52390","LA TOLA","52390003","LA VIGÍA DE LA MAR (LA TOLA - NARIÑO)","2022","1","7.083","3.306","35,48","miércoles","2022 Jan 12 11:15:00 PM","9,3"
"52","NARIÑO","52390","LA TOLA","52390009","MULATOS (LA TOLA - NARIÑO)","2022","1","4.201","1.947","35,36","lunes","2022 Jan 31 05:30:00 PM","6,19"
"52","NARIÑO","52390","LA TOLA","52390016","SAN PABLO DEL MAR (LA TOLA - NARIÑO)","2022","1","1.149","350","27,01","jueves","2022 Jan 06 08:00:00 PM","1,44"
"52","NARIÑO","52490","OLAYA HERRERA","52490913","BOCA DE PRIETA (OLAYA HERRERA - NARIÑO)","2022","1","2.675","749","17,64","martes","2022 Jan 11 07:30:00 PM","7,22"
"52","NARIÑO","52835","SAN ANDRÉS DE TUMACO","52835055","BOCAS DE CURAY (TUMACO - NARIÑO)","2022","1","8.122","2.524","60","lunes","2022 Jan 03 06:45:00 PM","5,53"
"52","NARIÑO","52835","SAN ANDRÉS DE TUMACO","52835016","PITAL DE LA COSTA (TUMACO - NARIÑO)","2022","1","14.171","7.383","80","domingo","2022 Jan 30 07:15:00 PM","7,36"
"52","NARIÑO","52835","SAN ANDRÉS DE TUMACO","52835217","SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO)","2022","1","16.552","6.129","144","martes","2022 Jan 04 06:45:00 PM","5,46"
"52","NARIÑO","52696","SANTA BÁRBARA (ISCUANDÉ)","52696014","LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO)","2022","1","2.621","1.179","16,8","miércoles","2022 Jan 19 07:45:00 PM","6,01"
"52","NARIÑO","52696","SANTA BÁRBARA (ISCUANDÉ)","52696022","SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO)","2022","1","2.814","2.067","12,46","miércoles","2022 Jan 26 07:00:00 PM","9,23"
"86","PUTUMAYO","86573","PUERTO LEGUÍZAMO","86573009","PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO)","2022","1","4.221","2.702","25,6","lunes","2022 Jan 31 07:45:00 PM","6,55"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109028","PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA)","2022","1","63.790","20.259","201,17","jueves","2022 Jan 20 08:15:00 PM","13,23"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109032","SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA)","2022","1","2.649","1.068","29,82","jueves","2022 Jan 06 06:30:00 PM","3,34"
"97","VAUPÉS","97161","CARURÚ","97161000","CARURÚ (CARURÚ - VAUPÉS)","2022","1","19.768","4.438","99,09","jueves","2022 Jan 27 04:15:00 PM","12,18"
"97","VAUPÉS","97001","MITÚ","97001000","MITÚ (MITÚ - VAUPÉS)","2022","1","1.349.700","411.611","2.694,06","viernes","2022 Jan 15 12:00:00 AM","23,56"
"97","VAUPÉS","97666","TARAIRA","97666000","TARAIRA (TARAIRA - VAUPÉS)","2022","1","31.365","9.992","111,85","jueves","2022 Jan 06 06:45:00 PM","11,23"
"99","VICHADA","99773","CUMARIBO","99773000","CUMARIBO (CUMARIBO - VICHADA)","2022","1","338.320","145.066","679,8","viernes","2022 Jan 14 06:15:00 PM","24"
"99","VICHADA","99524","LA PRIMAVERA","99524000","LA PRIMAVERA (LA PRIMAVERA - VICHADA)","2022","1","349.259","148.899","664,26","viernes","2022 Jan 21 06:30:00 PM","24"
"99","VICHADA","99001","PUERTO CARREÑO","99001002","CASUARITO (PUERTO CARREÑO - VICHADA)","2022","1","30.981","11.900","113,87","martes","2022 Jan 25 06:45:00 PM","11,32"
"99","VICHADA","99001","PUERTO CARREÑO","99001000","PUERTO CARREÑO (PUERTO CARREÑO - VICHADA)","2022","1","2.403.410","819.682","4.357,76","martes","2022 Jan 25 02:15:00 PM","24"
"99","VICHADA","99624","SANTA ROSALÍA","99624000","SANTA ROSALÍA (SANTA ROSALÍA - VICHADA)","2022","1","148.679","76.843","360,1","martes","2022 Jan 25 07:15:00 PM","18,11"
"91","AMAZONAS","91001","LETICIA","91001000","LETICIA (LETICIA - AMAZONAS)","2022","2","3.397.360","1.010.457","7.288,15","martes","2022 Feb 01 03:00:00 PM","24"
"91","AMAZONAS","91540","PUERTO NARIÑO","91540000","PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS)","2022","2","97.153","34.791","213,49","jueves","2022 Feb 10 07:00:00 PM","24"
"91","AMAZONAS","91798","TARAPACÁ (ANM)","91798000","TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS)","2022","2","21.154","9.652","85,14","martes","2022 Feb 01 07:45:00 PM","10,2"
"5","ANTIOQUIA","5873","VIGÍA DEL FUERTE","5873002","VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA)","2022","2","2.753","272","46,62","sábado","2022 Feb 26 07:45:00 PM","4,01"
"88","ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","88564","PROVIDENCIA","88564000","PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA)","2022","2","903.471","236.728","1.679,16","jueves","2022 Feb 17 09:30:00 PM","24"
"27","CHOCÓ","27372","JURADO","27372000","JURADO","2026","1","194.368","57.797","35.296","viernes","2026 Jan 29 08:00:00 PM","2.360"
"88","ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","88001","SAN ANDRÉS","88001000","SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA)","2022","2","15.272.113","4.213.256","28.710,91","jueves","2022 Feb 17 03:45:00 PM","24"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001007","ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR)","2022","2","14.980","8.050","160,63","jueves","2022 Feb 17 10:15:00 PM","4,4"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001037","ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR)","2022","2","6.153","2.518","18,21","miércoles","2022 Feb 09 10:15:00 PM","16,18"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001017","SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR)","2022","2","11.959","4.111","34,21","jueves","2022 Feb 17 10:30:00 PM","16,21"
"18","CAQUETÁ","18150","CARTAGENA DEL CHAIRÁ","18150001","REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ)","2022","2","16.018","7.882","87,88","sábado","2022 Feb 19 06:45:00 PM","8,48"
"18","CAQUETÁ","18150","CARTAGENA DEL CHAIRÁ","18150002","SANTA FE DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ)","2022","2","3.067","1.392","40,44","martes","2022 Feb 22 06:45:00 PM","3,31"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753002","GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2022","2","13.566","5.492","48,12","domingo","2022 Feb 13 07:00:00 PM","17,5"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753009","PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2022","2","5.180","2.007","48,04","lunes","2022 Feb 14 07:00:00 PM","5,13"
"85","CASANARE","85430","TRINIDAD","85430001","BOCAS DEL PAUTO (TRINIDAD - CASANARE)","2022","2","11.762","6.282","109,5","miércoles","2022 Feb 23 06:30:00 PM","5,13"
"19","CAUCA","19318","GUAPI","19318008","LIMONES (GUAPI - CAUCA)","2022","2","7.453","3.213","40,79","viernes","2022 Feb 25 05:00:00 PM","9,27"
"19","CAUCA","19318","GUAPI","19318013","SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA)","2022","2","10.060","4.088","46,83","lunes","2022 Feb 07 07:45:00 PM","9,29"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418011","DOS QUEBRADAS RÍO NAYA (LÓPEZ DE MICAY - CAUCA)","2022","2","3.659","1.437","33,79","miércoles","2022 Feb 16 08:00:00 PM","5,11"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418038","ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA)","2022","2","2.655","1.284","22,37","sábado","2022 Feb 12 07:15:00 PM","5,23"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418012","SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA)","2022","2","7.457","2.635","63,14","viernes","2022 Feb 25 07:00:00 PM","5,33"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418015","SAN ISIDRO (LÓPEZ DE MICAY - CAUCA)","2022","2","800","444","6,18","domingo","2022 Feb 13 07:00:00 PM","5,51"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418019","ZARAGOZA (LOPEZ DE MICAY - CAUCA)","2022","2","6.783","2.665","59,49","viernes","2022 Feb 18 07:15:00 PM","5,39"
"19","CAUCA","19809","TIMBIQUÍ","19809003","COTEJE (TIMBIQUÍ - CAUCA)","2022","2","5.856","4.140","33,6","lunes","2022 Feb 14 07:00:00 PM","7,34"
"19","CAUCA","19809","TIMBIQUÍ","19809026","LOS BRAZOS (TIMBIQUÍ - CAUCA)","2022","2","7.455","1.431","43,82","viernes","2022 Feb 04 07:30:00 PM","7"
"19","CAUCA","19809","TIMBIQUÍ","19809023","PUERTO SAIJA (TIMBIQUÍ - CAUCA)","2022","2","26.685","13.584","163,15","miércoles","2022 Feb 23 07:30:00 PM","7,4"
"19","CAUCA","19809","TIMBIQUÍ","19809007","SAN JOSÉ (TIMBIQUÍ - CAUCA)","2022","2","5.856","4.186","39,82","jueves","2022 Feb 03 06:45:00 PM","6,28"
"19","CAUCA","19809","TIMBIQUÍ","19809008","SANTA MARÍA (TIMBIQUÍ - CAUCA)","2022","2","11.127","4.506","65,79","miércoles","2022 Feb 16 06:45:00 PM","7,28"
"19","CAUCA","19809","TIMBIQUÍ","19809009","SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA)","2022","2","3.481","1.987","23,5","domingo","2022 Feb 20 08:15:00 PM","6,19"
"27","CHOCÓ","27006","ACANDÍ","27006000","ACANDÍ (ACANDÍ - CHOCÓ)","2022","2","505.932","186.015","1.094,72","jueves","2022 Feb 17 08:30:00 PM","21,57"
"27","CHOCÓ","27006","ACANDÍ","27006007","SAN FRANCISCO (ACANDÍ - CHOCÓ)","2022","2","12.345","3.916","74,74","sábado","2022 Feb 05 07:30:00 PM","7,54"
"27","CHOCÓ","27025","ALTO BAUDÓ (PIE DE PATO)","27025000","CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ)","2022","2","43.730","13.247","118,01","martes","2022 Feb 22 07:30:00 PM","23,5"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075000","CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ)","2022","2","642.422","222.922","1.323,96","jueves","2022 Feb 24 07:30:00 PM","23,57"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075001","CUPICA (BAHÍA SOLANO - CHOCÓ)","2022","2","64.803","24.321","155,3","miércoles","2022 Feb 23 07:00:00 PM","23,56"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075002","EL VALLE (BAHÍA SOLANO - CHOCÓ)","2022","2","142.185","62.946","333,17","miércoles","2022 Feb 09 07:00:00 PM","23,33"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077905","BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2022","2","6.459","817","36,51","domingo","2022 Feb 06 08:00:00 PM","7,12"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077011","PILIZA (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2022","2","5.232","5.278","32","lunes","2022 Feb 28 08:00:00 PM","7,14"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077000","PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2022","2","196.013","89.798","403,92","lunes","2022 Feb 21 07:45:00 PM","24"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099000","BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ)","2022","2","89.123","26.794","243,69","miércoles","2022 Feb 02 08:00:00 PM","17,19"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099002","LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ)","2022","2","10.922","5.334","60,8","lunes","2022 Feb 21 07:30:00 PM","8,2"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099005","NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ)","2022","2","8.663","2.202","64","viernes","2022 Feb 04 08:30:00 PM","6,02"
"27","CHOCÓ","27250","EL LITORAL DEL SAN JUAN","27250000","SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ)","2022","2","55.875","31.610","154,18","sábado","2022 Feb 20 12:30:00 AM","23,55"
"27","CHOCÓ","27250","EL LITORAL DEL SAN JUAN","27250914","TOGOROMA PLAYA (EL LITORAL DEL SAN JUAN - CHOCÓ)","2022","2","1.076","191","10,53","domingo","2022 Feb 20 07:00:00 PM","4,17"
"27","CHOCÓ","27372","JURADÓ","27372000","JURADÓ (JURADÓ - CHOCÓ)","2022","2","157.964","65.281","323,2","miércoles","2022 Feb 23 07:45:00 PM","23,52"
"27","CHOCÓ","27425","MEDIO ATRATO (BETÉ)","27425000","BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ)","2022","2","14.569","9.425","60","jueves","2022 Feb 10 07:30:00 PM","12,1"
"27","CHOCÓ","27425","MEDIO ATRATO (BETÉ)","27425008","SAN ROQUE (MEDIO ATRATO (BETÉ) - CHOCÓ)","2022","2","3.212","1.227","22,75","martes","2022 Feb 22 07:45:00 PM","5,59"
"27","CHOCÓ","27495","NUQUÍ","27495912","COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ)","2022","2","5.597","1.564","11,38","domingo","2022 Feb 20 05:15:00 PM","22,02"
"27","CHOCÓ","27495","NUQUÍ","27495000","NUQUÍ (NUQUÍ - CHOCÓ)","2022","2","230.501","91.460","492,8","miércoles","2022 Feb 02 07:15:00 PM","23,59"
"27","CHOCÓ","27495","NUQUÍ","27495011","PUERTO JAGUA (NUQUÍ - CHOCÓ)","2022","2","839","491","4,27","miércoles","2022 Feb 02 07:30:00 PM","9,45"
"27","CHOCÓ","27001","QUIBDÓ","27001029","TAGACHI (QUIBDÓ - CHOCÓ)","2022","2","4.837","1.647","47,83","domingo","2022 Feb 06 07:30:00 PM","4,34"
"27","CHOCÓ","27800","UNGUÍA","27800001","BALBOA (UNGUÍA - CHOCÓ)","2022","2","17.751","7.325","79,56","viernes","2022 Feb 18 08:15:00 PM","10,9"
"27","CHOCÓ","27800","UNGUÍA","27800005","TITUMATE (UNGUÍA - CHOCÓ)","2022","2","16.504","4.348","91,96","domingo","2022 Feb 13 08:00:00 PM","9,01"
"27","CHOCÓ","27800","UNGUÍA","27800000","UNGUÍA (UNGUÍA - CHOCÓ)","2022","2","356.031","126.265","803,09","lunes","2022 Feb 21 08:45:00 PM","22,24"
"94","GUAINÍA","94343","BARRANCOMINAS","94343000","BARRANCOMINAS (BARRANCOMINAS - GUAINÍA)","2022","2","66.161","21.146","196,37","lunes","2022 Feb 21 06:45:00 PM","16,08"
"94","GUAINÍA","94001","INÍRIDA","94001000","INÍRIDA (INÍRIDA - GUAINÍA)","2022","2","1.884.994","626.265","3.850,88","martes","2022 Feb 22 06:00:00 PM","24"
"95","GUAVIARE","95200","MIRAFLORES","95200000","MIRAFLORES (MIRAFLORES - GUAVIARE)","2022","2","80.340","28.067","208,12","miércoles","2022 Feb 16 07:00:00 PM","19,04"
"44","LA GUAJIRA","44847","URIBIA","44847012","NAZARETH (URIBIA - LA GUAJIRA)","2022","2","23.811","10.629","103,44","jueves","2022 Feb 10 07:15:00 PM","12,49"
"47","MAGDALENA","47189","CIÉNAGA","47189018","PALMOR (CIÉNAGA - MAGDALENA)","2022","2","89.796","30.989","183,55","sábado","2022 Feb 05 06:45:00 PM","22,54"
